Variable,N,Mean,Std. Dev.,p25,p50,p75
sentiment_variance,637,0.2862255354521834,0.11442833889204392,0.263670643187755,0.3082307223366748,0.3455591806245662
avg_compound_score,637,0.050014634684181804,0.25619659998798583,-0.0695746478873239,0.0441783783783783,0.1512454545454545
avg_us_count,637,1.5339851526502697,0.59741169348119,1.26,1.4000709219858156,1.6334567901234567
avg_them_count,637,2.0207137924378684,0.8892386138874795,1.6433333333333333,1.901304347826087,2.21
log_avg_us_count,637,0.38393842604261536,0.2683550817906319,0.2311117209633866,0.3365228938994082,0.4906984993818808
log_avg_them_count,637,0.6464566930409615,0.31570169191852054,0.496726699386489,0.6425401494956795,0.7929925155296614
